Term,Translation,Status,ReviewedBuildId,Comment
Relics/super_boots_desc,"전투 후 이동에 성공하면 <style=hit>명중</style>한 <sprite name=""PEG""> 하나당 <style=heal>체력을 {[SUPER_BOOTS_HEAL_AMOUNT]} 회복</style>하며, 이동 실패로는 대미지를 받지 않습니다.",draft,,
Relics/super_boots_desc2,"전투 후 이동에 성공하면 <style=activate>활성화</style>한 <sprite name=""PEG""> 하나당 <style=heal>체력을 {[SUPER_BOOTS_HEAL_AMOUNT]} 회복</style>하며, 이동 실패로는 대미지를 받지 않습니다.",draft,,
Relics/super_boots_name,슈퍼 부츠,draft,,
Relics/survive_lethal_attack_desc,첫 번째 치명적인 대미지를 무시합니다.,draft,,
Relics/survive_lethal_attack_desc2,"매 전투에서 한 번, 자신을 쓰러뜨릴 대미지를 무시합니다.",draft,,
Relics/survive_lethal_attack_name,기합의 띠,draft,,
Relics/targeted_attacks_hit_all_desc,지정 공격이 모든 적에게 명중합니다.,draft,,
Relics/targeted_attacks_hit_all_name,외계암,draft,,
Relics/three_crit_desc2,"페그보드에 <sprite name=""CRIT_PEG"">이 {[PENNY_ADDITIONAL_CRIT]}개 더 생깁니다.",draft,,
Relics/three_crit_name,행운의 동전,draft,,
Relics/three_refresh_desc,"페그보드에 <sprite name=""REFRESH_PEG"">이 {[PEGBAG_ADDITIONAL_REFRESH]}개 더 생깁니다.",draft,,
Relics/three_refresh_name,페그 가방,draft,,
Relics/unicorn_horn_desc,"조준선이 더 길어지고, 충돌 후 튕기는 모습까지 미리 보여줍니다.",draft,,
Relics/unicorn_horn_name,유니콘 뿔?,draft,,
Relics/unique_orbs_buff_desc,덱에 같은 종류가 하나뿐인 구슬은 <style=dmg_bonus>+1/+2</style>를 얻습니다.,draft,,
Relics/unique_orbs_buff_name,독창적인 발명구,draft,,
Relics/unpoppable_pegs_desc,모든 페그에 <style=durable>견고</style> 효과를 부여합니다.,draft,,
Relics/unpoppable_pegs_name,아낌없이 주는 선물,draft,,
Relics/upgrade_added_orbs_desc,업그레이드 가능한 구슬이 덱에 추가되면 업그레이드하고 <style=damage>대미지를 {[FORGE_DMG]} 받습니다</style>.,draft,,
Relics/upgrade_added_orbs_name,완벽한 대장장이,draft,,
Relics/upgrade_discarded_orbs_desc,업그레이드 가능한 구슬을 버릴 때마다 전투가 끝날 때까지 업그레이드하고 <style=damage>{[DISC_UPG_DMG]} 대미지를 받습니다</style>.,draft,,
Relics/upgrade_discarded_orbs_desc2,업그레이드 가능한 구슬을 버릴 때마다 전투가 끝날 때까지 업그레이드합니다.,draft,,
Relics/upgrade_discarded_orbs_name,겸손의 망치,draft,,
